Fake Happy,Paramore,,2017,hip pop,64,0.734,0.626,-5.685,0.0458,0.076,0.168,98.559,0.44,235707
Fake Plastic Trees,Radiohead,,1995,permanent wave,70,0.454,0.229,-12.592,0.0297,0.167,0.202,73.552,0.134,290707
Fallen,ARMNHMR,Desiree Dawson,2016,pop edm,48,0.578,0.678,-8.206,0.0666,0.143,0.143,145.021,0.237,232923
Fallin',Lulleaux,Twan Ray,2019,progressive electro house,48,0.692,0.781,-4.666,0.0791,0.0252,0.102,120.011,0.411,133505
Falling Back,Roosevelt,,2019,electro house,54,0.552,0.93,-3.467,0.0355,5.79E-04,0.107,114.981,0.625,279677
Falling Down,Pallas,,2011,album rock,10,0.392,0.872,-5.726,0.0548,2.92E-04,0.177,136.096,0.438,449440
Falling Faster,Andrew Ripp,,2015,indie poptimism,2,0.589,0.846,-5.455,0.0377,0.069,0.0904,122,0.704,266173
Falling for U,Peachy!,,2017,permanent wave,78,0.516,0.358,-12.018,0.424,0.741,0.0813,79.509,0.397,124000
Falling Like The Stars,James Arthur,,2019,tropical,59,0.567,0.444,-9.47,0.0396,0.643,0.176,119.849,0.295,181827
False Alarm,Matoma,,2016,indie poptimism,59,0.643,0.732,-6.762,0.0294,0.00681,0.0606,102.979,0.181,224272
False Confidence,Noah Kahan,,2019,hip pop,74,0.414,0.663,-7.77,0.0456,0.163,0.138,108.98,0.33,223400
Familiar,Liam Payne,,2018,latin hip hop,70,0.636,0.805,-4.594,0.327,0.0161,0.0793,92.958,0.908,196552
Fangs,Night Riots,,2017,indie poptimism,38,0.522,0.853,-3.727,0.0393,0.0062,0.11,144.917,0.464,215462
Fantasy,Mariah Carey,,1995,new jack swing,71,0.671,0.727,-7.585,0.035,0.139,0.123,102.358,0.801,243493
Far Away,Nickelback,,2005,permanent wave,70,0.518,0.797,-5.153,0.0309,6.96E-04,0.107,132.915,0.293,238173
Farak,DIVINE,,2017,hip hop,54,0.712,0.692,-4.29,0.274,0.153,0.205,95.025,0.326,188348
Father O'Blivion,Frank Zappa,,1974,permanent wave,37,0.447,0.888,-9.892,0.175,0.247,0.82,146.235,0.679,137653
FatMan,Jesse Rose,,2012,electro house,44,0.939,0.692,-8.802,0.285,0.00451,0.111,126.06,0.416,308667
Favorite Part Of Me,Astrid S,,2019,post-teen pop,70,0.598,0.502,-6.273,0.0447,0.862,0.096,121.621,0.403,198391
Faza,Mr Polska,,2019,trap,53,0.935,0.649,-7.696,0.204,0.315,0.324,128.04,0.712,142500
Feel Again,OneRepublic,,2013,progressive electro house,0,0.655,0.949,-4.979,0.0526,0.00213,0.0542,128.015,0.376,406040
Feel Alive,"Jack, James",,2019,big room,40,0.701,0.587,-6.262,0.0378,0.0225,0.238,127.966,0.472,170618
Feel Good,Felix Jaehn,,2018,dance pop,65,0.702,0.903,-3.921,0.038,0.121,0.168,125.948,0.66,166947
Feel Good Inc.,Gorillaz,,2005,album rock,80,0.818,0.705,-6.679,0.177,0.00836,0.613,138.559,0.772,222640
Feel Invincible,Skillet,,2016,hard rock,72,0.603,0.886,-3.777,0.0837,4.50E-04,0.26,126.025,0.395,229933
Feel It All Around,Washed Out,,2010,indie poptimism,4,0.34,0.737,-4.681,0.0582,1.05E-04,0.0699,172.022,0.499,192080
Feel It Still,Portugal The Man,,2017,post-teen pop,66,0.78,0.798,-5.151,0.0613,0.0406,0.0733,78.969,0.771,163251
Feel It Too,Tainy,,2019,urban contemporary,54,0.567,0.556,-8.179,0.245,0.399,0.211,109.922,0.484,193055
Feel Me,Tyga,Kanye West,2017,gangster rap,0,0.611,0.571,-6.371,0.119,0.00362,0.902,142.162,0.175,199447
Feel Right,Mark Ronson,,2014,neo soul,1,0.839,0.86,-3.669,0.064,0.0895,0.0282,110.123,0.883,222560
Feel so Good,Mase,,1997,gangster rap,64,0.821,0.703,-8.464,0.24,0.192,0.0816,105.154,0.536,203627
feel something,Bea Miller,,2019,indie poptimism,67,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,0.156,180161
Feel You Now,The Driver Era,,2019,indie poptimism,55,0.535,0.724,-5.192,0.191,0.102,0.207,180.077,0.501,258477
Feelin' Alright,Joe Cocker,,2008,album rock,0,0.542,0.836,-10.067,0.0382,0.638,0.33,89.965,0.918,250200
Feelin' So Sexy,Ludacris,,2010,southern hip hop,26,0.458,0.683,-10.029,0.415,0.0449,0.104,77.959,0.389,209480
Feelings,Lauv,,2019,post-teen pop,81,0.694,0.466,-6.758,0.0384,0.0934,0.098,103.018,0.246,189613
Feels Good,Tony! Toni! Toné!,,2015,new jack swing,0,0.797,0.942,-7.146,0.196,0.0969,0.257,117.189,0.666,298493
Feels Like Home,The Him,,2016,tropical,54,0.65,0.827,-3.792,0.0926,0.0265,0.166,122.057,0.498,184918
Feels Like We Only Go Backwards,Tame Impala,,2012,dance pop,75,0.303,0.9,-2.352,0.0574,0.0277,0.11,149.508,0.491,192960
Feet On The Ground,Nicky Romero,,2014,progressive electro house,20,0.405,0.936,-1.78,0.2,0.242,0.359,126.085,0.281,176390
Felices los 4,Maluma,,2017,latin hip hop,17,0.755,0.789,-4.502,0.146,0.231,0.351,93.973,0.737,229849
Fetish,Selena Gomez,Gucci Mane,2017,hip pop,2,0.717,0.718,-5.404,0.164,0.0879,0.203,124.961,0.478,208048
Fever,RAC,,2017,indie poptimism,31,0.485,0.659,-5.83,0.0293,0.148,0.171,85.996,0.121,313000
Figures a Reprise,Jessie Reyez,,2018,urban contemporary,63,0.506,0.412,-5.64,0.137,0.667,0.0983,173.115,0.195,192827
Find My Way,From Inside,,2016,hard rock,19,0.405,0.92,-3.975,0.0529,0.00132,0.213,140.059,0.407,224207
Find Our Way,Midnight Kids,,2018,pop edm,0,0.535,0.615,-5.445,0.0296,0.276,0.0966,115.048,0.377,206609
Finer Things,Polo G,,2019,urban contemporary,74,0.506,0.45,-12.565,0.364,0.0683,0.103,177.978,0.131,182387
Finest Hour,Cash Cash,Abir,2018,indie poptimism,65,0.656,0.729,-4.223,0.0765,0.0789,0.133,95.974,0.438,215781
Fire,Matthew 'Mdot' Finley,,2010,post-teen pop,40,0.71,0.946,-4.431,0.078,0.123,0.203,120.089,0.681,182227
Fire Alarm,Castlecomer,,2018,indie poptimism,52,0.513,0.924,-4.574,0.0503,1.51E-04,0.303,145.01,0.52,237453
Fire Escape,Andrew McMahon in the Wilderness,,2017,indie poptimism,53,0.583,0.862,-4.387,0.0575,0.0468,0.256,105.999,0.422,204840
Fire Fly,Childish Gambino,,2011,neo soul,0,0.624,0.881,-3.696,0.282,0.16,0.27,87.268,0.529,203053
Fire In My Soul,Oliver Heldens,,2018,dance pop,70,0.592,0.977,-3.389,0.312,0.206,0.0703,126.178,0.496,175254
Fireball,Deep Purple,,2011,hard rock,0,0.561,0.953,-8.927,0.0674,0.00166,0.239,121.741,0.805,202040
Fireflies,Bassjackers,,2016,big room,1,0.644,0.819,-3.505,0.0479,0.0165,0.126,128.129,0.383,184697
Firefly,Mura Masa,,2015,neo soul,5,0.793,0.449,-9.243,0.136,0.415,0.0642,109.982,0.46,228000
Fireproof,Coleman Hell,,2016,tropical,44,0.704,0.819,-4.241,0.227,0.0132,0.11,119.006,0.644,184133
Firework,Katy Perry,,2010,pop edm,51,0.638,0.832,-5.039,0.049,0.141,0.113,124.071,0.648,227893
Firme Hina,Proper Dos,,2003,latin hip hop,20,0.839,0.913,-5.329,0.166,0.264,0.0559,115.585,0.956,243280
First Date,blink-182,,2001,post-teen pop,24,0.581,0.923,-4.374,0.0407,7.57E-04,0.182,95.616,0.887,171533
First Day Out,Tee Grizzley,,2017,southern hip hop,48,0.587,0.712,-6.312,0.414,0.173,0.126,97.991,0.374,254694
First Love,Lost Kings,,2017,dance pop,58,0.619,0.938,-5.245,0.35,0.0257,0.128,94.38,0.601,207428
First Things First,Stormzy,,2017,southern hip hop,57,0.726,0.808,-4.377,0.134,0.344,0.0828,96.042,0.483,207739
First Time,Kygo,,2017,pop edm,46,0.518,0.647,-7.198,0.178,0.0549,0.117,176.453,0.305,155280
First World Problemz / Nobody Carez,Brent Faiyaz,,2017,neo soul,52,0.582,0.502,-11.053,0.102,0.259,0.16,85.629,0.555,350549
Five Hours,Deorro,,2014,progressive electro house,5,0.88,0.821,-2.545,0.118,0.0197,0.234,127.907,0.575,326888
Five Hours (Don't Hold Me Back),Deorro,,2014,progressive electro house,0,0.829,0.944,-1.853,0.0825,0.0224,0.435,127.985,0.422,152944
Five More Hours,Deorro,,2015,electropop,70,0.699,0.883,-3.226,0.219,0.0288,0.817,127.961,0.499,211975
Fix You,Coldplay,,2005,electropop,81,0.209,0.418,-8.74,0.0338,0.163,0.113,138.265,0.123,295533
Fiya,jame,,2020,indie poptimism,44,0.868,0.493,-10.155,0.0695,0.0876,0.0541,108.016,0.652,182373
Fkn Face,The Bloody Beetroots,,2019,electro house,35,0.637,0.904,-3.687,0.0432,0.00162,0.0941,128.011,0.397,301076
Flames,SG Lewis,Ruel,2019,progressive electro house,8,0.555,0.62,-5.822,0.118,0.0891,0.107,193.924,0.371,216765
Flashbacks,Marshmello,,2018,trap,52,0.58,0.901,-0.958,0.0326,0.0052,0.111,142.031,0.427,165634
Flashlight,R3HAB,,2014,electro house,1,0.705,0.949,-3.575,0.0454,0.0128,0.27,128.011,0.274,232500
Flatline,Blanke,,2019,trap,53,0.34,0.775,-4.832,0.0551,0.00547,0.27,75.199,0.226,225877
Flavour,Room Eleven,,2006,neo soul,0,0.617,0.467,-10.53,0.0725,0.529,0.112,90.173,0.384,221680
Flick Of The Wrist,Queen,,1974,album rock,35,0.338,0.834,-6.061,0.0882,0.0454,0.227,148.223,0.553,197293
Flight Of The Snow Goose,Camel,,2009,album rock,0,0.294,0.472,-12.436,0.0369,0.474,0.108,135.414,0.28,161293
Flirt,Biig Piig,,2018,urban contemporary,45,0.845,0.203,-11.075,0.249,0.661,0.0799,79.1,0.617,136119
Flow,Gzuz,,2011,gangster rap,0,0.506,0.897,-5.265,0.398,0.332,0.117,109.059,0.604,140634
Flowers,The Deli,,2016,tropical,63,0.838,0.364,-10.006,0.134,0.0849,0.26,79.987,0.218,187828
Fluorescent Adolescent,Arctic Monkeys,,2007,indie poptimism,66,0.646,0.813,-5.29,0.0288,0.00178,0.144,112.115,0.821,173493
Flute Beat,Greg Grease,,2012,hip pop,0,0.645,0.715,-8.99,0.114,0.479,0.197,89.099,0.6,200520
Fly,Lucky Daye,,2019,urban contemporary,47,0.821,0.618,-4.816,0.0353,0.00466,0.182,127.968,0.502,163024
Fly Away,Lenny Kravitz,,2000,hard rock,52,0.597,0.868,-5.096,0.0527,0.0214,0.664,160.022,0.709,221893
Fly By Night,Rush,,1975,classic rock,1,0.501,0.702,-8.543,0.0671,0.0872,0.0671,139.096,0.58,202200
Fly Like An Eagle,Steve Miller Band,,1976,classic rock,2,0.561,0.754,-12.769,0.112,0.61,0.328,100.08,0.642,282693
Flying On My Own,Céline Dion,,2019,big room,39,0.603,0.894,-3.11,0.0419,0.00204,0.356,124.031,0.387,246109
Foe Life,Mack 10,,2010,gangster rap,22,0.884,0.721,-3.368,0.058,0.0734,0.112,91.069,0.807,254293
Foggy Windows,Zacari,,2015,neo soul,45,0.836,0.385,-8.559,0.0883,0.226,0.11,114.046,0.347,252632
Fool (If You Think It's Over),Chris Rea,,1978,classic rock,42,0.722,0.412,-14.3,0.0267,0.312,0.0448,105.927,0.91,284533
Foolish,Ashanti,,2002,urban contemporary,71,0.665,0.696,-5.763,0.0521,0.337,0.106,90.116,0.711,227387
Fools,ufo ufo,,2018,indie poptimism,54,0.702,0.603,-6.833,0.0598,0.168,0.213,106.023,0.717,220085
For A Better Day,Avicii,,2015,electropop,66,0.639,0.843,-3.393,0.0334,0.0386,0.108,135.002,0.317,206067
For All My Ladies,Trick Daddy,,2001,southern hip hop,16,0.859,0.771,-6.221,0.128,0.0502,0.165,125.023,0.725,203533
For Real,Amel Larrieux,,2004,neo soul,48,0.595,0.525,-7.338,0.245,0.32,0.0419,136.061,0.756,226333
For The Turnstiles,The Be Good Tanyas,,2006,hip pop,35,0.551,0.554,-9.403,0.028,0.164,0.0869,79.812,0.523,266960
Foreign Fields,Kacy Hill,,2015,neo soul,0,0.386,0.38,-11.475,0.0999,0.00977,0.566,113.466,0.123,221947
Forever,Drake,,2009,southern hip hop,2,0.459,0.925,-1.327,0.35,0.248,0.174,104.855,0.533,357920
Forever Fame,Upchurch,,2019,southern hip hop,39,0.491,0.648,-5.645,0.0287,0.0225,0.122,179.932,0.309,141269
Forever Scarred,FG Famous,,2018,southern hip hop,40,0.819,0.739,-3.306,0.227,0.277,0.126,129.82,0.526,181032
Forever Young,John De Sohn,,2018,dance pop,68,0.651,0.617,-6.077,0.0309,0.179,0.113,121.977,0.591,167912
Forever Your Girl,Paula Abdul,,1988,new jack swing,41,0.701,0.891,-7.873,0.0446,0.185,0.0712,119.966,0.747,300467
Forget,Twin Shadow,,2010,electropop,34,0.571,0.821,-6.715,0.0315,0.455,0.136,79.979,0.535,230000
Forget What I Said,Noora Noor,,2009,neo soul,3,0.422,0.407,-7.303,0.0383,0.603,0.0455,170.548,0.516,199307
Forgot About Dre,Dr Dre,,1999,gangster rap,16,0.925,0.737,-1.292,0.0777,0.092,0.169,133.946,0.603,222240
Forgotten How to Fly,CLAY,,2017,urban contemporary,36,0.622,0.151,-13.348,0.129,0.7,0.255,163.854,0.337,202000
Fortunate,Maxwell,,1999,neo soul,50,0.738,0.357,-9.081,0.0593,0.116,0.26,126.143,0.34,299200
Fortunate Son,Creedence Clearwater Revival,,2005,classic rock,1,0.634,0.762,-3.917,0.0393,0.0562,0.192,132.539,0.427,138053
Four Portraits,Vansire,,2017,permanent wave,31,0.232,0.591,-8.467,0.0413,0.292,0.355,89.762,0.233,265798
Fre$h,Lil Whigga,,2019,trap,39,0.795,0.472,-10.277,0.172,0.366,0.0837,130.015,0.268,163385
Freak Like Me,Halestorm,,2012,hard rock,44,0.524,0.958,-3.477,0.0566,9.02E-04,0.152,130,0.427,218267
Freak On a Leash,Korn,,1998,permanent wave,73,0.353,0.898,-5.877,0.052,2.23E-05,0.39,103.293,0.525,255733
Freaky,Tory Lanez,,2019,hip hop,71,0.966,0.563,-5.764,0.0618,0.00202,0.105,104.991,0.363,173926
Freaky Friday,Lil Dicky,Chris Brown,2018,hip hop,77,0.755,0.599,-5.042,0.224,0.147,0.109,133.123,0.755,216632
Freddy Krueger,YNW Melly,Tee Grizzley,2018,gangster rap,76,0.834,0.621,-6.156,0.0821,0.0918,0.0759,140.05,0.613,244506
Free,GAWVI,T-Jay,2016,progressive electro house,0,0.693,0.678,-7.741,0.139,0.489,0.0453,105.091,0.555,211005
Free Yourself,Fantasia,,2004,neo soul,54,0.717,0.449,-9.688,0.0596,0.681,0.0902,108.802,0.611,257427
Freedom,Zucchero,,2019,hip pop,51,0.536,0.673,-5.879,0.0549,0.0025,0.131,97.981,0.415,242337
Freefall,Camel,,2002,album rock,41,0.373,0.661,-11.313,0.0474,0.00158,0.321,130.449,0.43,352853
Freek'n You,Jodeci,,1995,new jack swing,1,0.709,0.52,-9.365,0.03,0.0682,0.0623,134.175,0.454,379228
Fress mich satt,Joshi Mizu,,2017,gangster rap,39,0.807,0.736,-4.26,0.109,0.531,0.0558,113.011,0.622,196000
Friedhof der Kuscheltiere,Manuellsen,,2015,gangster rap,28,0.506,0.899,-6.299,0.393,0.00962,0.379,81.161,0.517,175107
FRIENDS,Marshmello,,2018,electropop,83,0.626,0.88,-2.384,0.0504,0.205,0.128,95.079,0.534,202621
From The Ashes,Red,,2019,hard rock,46,0.293,0.856,-7,0.0873,1.67E-04,0.0932,95.04,0.051,323500
From the Beginning,"Emerson, Lake, Palmer",,1972,album rock,55,0.617,0.187,-18.646,0.0444,0.352,0.119,133.216,0.326,253467
Front Back & Side to Side,UGK,,1994,southern hip hop,49,0.818,0.633,-5.598,0.105,0.0192,0.0444,150,0.803,313800
Front Seat,Next Town Down,,2019,urban contemporary,42,0.894,0.518,-6.607,0.315,0.359,0.0694,82.023,0.373,199250
Fronteamos Porque Podemos,De La Ghetto,"Daddy Yankee, Yandel, Nengo Flow",2015,latin hip hop,62,0.714,0.626,-4.655,0.423,0.26,0.284,76.625,0.512,315440
Frontlines,Zeds Dead,,2016,indie poptimism,58,0.407,0.925,-4.155,0.0747,0.0113,0.192,151.993,0.119,214733
FUCK IT UP,"Hearts, Colors",,2019,post-teen pop,47,0.715,0.52,-8.321,0.0413,0.207,0.209,104.066,0.306,188221
Fuck Love,XXXTENTACION,Trippie Redd,2017,trap,84,0.797,0.533,-9.74,0.0412,0.0172,0.103,131.036,0.329,146520
Fuck Tha World,Lil Wayne,,1999,southern hip hop,34,0.561,0.763,-6.328,0.322,0.0846,0.0622,82.158,0.78,286200
Fuckboy,Dillistone,,2019,post-teen pop,37,0.766,0.522,-8.397,0.141,0.379,0.107,89.98,0.526,186667
FUCKTHEPOPULATION,$uicideBoy$,,2015,gangster rap,63,0.818,0.576,-7.588,0.162,0.29,0.105,96.189,0.285,150187
Fuentes de Ortiz,Ed Maverick,,2018,latin pop,78,0.83,0.159,-14.461,0.0383,0.946,0.362,104.95,0.189,207400
Fuik,Henkie T,,2019,latin hip hop,61,0.655,0.506,-8.401,0.331,0.0546,0.0881,97.367,0.598,126600
Fuji Opener,Skrillex,,2019,electro house,58,0.662,0.941,-1.641,0.0626,3.75E-04,0.292,149.982,0.579,167200
Fujiyama Lights,Mujo,,2018,hip hop,49,0.76,0.164,-10.921,0.451,0.178,0.124,76.638,0.623,100630
Full Circle,Five Finger Death Punch,,2020,hard rock,68,0.495,0.993,-3.014,0.145,1.51E-04,0.368,149.912,0.29,202250
Full Moon,DREAMCATCHER,,2018,pop edm,49,0.589,0.945,-2.112,0.113,0.186,0.381,94.964,0.248,189711
Fun Up Here,Mike Posner,Logic,2019,hip hop,56,0.906,0.413,-9.044,0.143,0.361,0.114,130.039,0.337,171107
Funeral,Miguel,,2019,urban contemporary,66,0.743,0.31,-10.016,0.0554,0.036,0.183,95.993,0.171,135120
Funky Friday,Dave,,2018,hip hop,72,0.975,0.535,-7.227,0.196,0.0783,0.107,125.066,0.671,182741
Funky Little Beat,Debbie Deb,,1995,latin hip hop,0,0.813,0.743,-10.008,0.0434,0.0688,0.272,120.014,0.642,295493
Funky Town,Lipps Inc,,2010,post-teen pop,70,0.906,0.63,-8.071,0.0575,5.47E-04,0.0994,122.458,0.342,239253
Funny How Love Is,Queen,,1974,album rock,33,0.444,0.945,-8.388,0.081,0.00318,0.346,145.482,0.392,169760
Fuoh,Zotiyac,,2018,gangster rap,28,0.734,0.709,-10.433,0.429,0.0138,0.111,140.157,0.499,154227
Fvck Luv,Duki,,2018,trap,1,0.716,0.74,-6.851,0.0757,0.59,0.15,157.094,0.453,181959
Galway Girl,Ed Sheeran,,2017,electropop,80,0.624,0.876,-3.374,0.1,0.0735,0.327,99.943,0.781,170827
Game Over,Lil' Flip,,2004,hip hop,52,0.813,0.59,-8.998,0.378,0.00106,0.0809,159.961,0.602,232467
GANG,Rain,,2017,pop edm,34,0.762,0.799,-4.713,0.163,0.038,0.0938,150.04,0.617,188902
Gangsta,Darkoo,,2019,latin pop,75,0.708,0.649,-7.961,0.306,0.367,0.153,200.125,0.595,216000
Gangsta's Paradise,Coolio,,1995,post-teen pop,80,0.647,0.514,-10.05,0.0593,0.0655,0.398,79.974,0.387,240693
Gasoline,Whiskey Myers,,2019,classic rock,48,0.517,0.904,-4.234,0.0395,0.00105,0.264,127.049,0.529,239115
GATman And Robbin,50 Cent,,2005,southern hip hop,0,0.692,0.911,-6.402,0.172,0.382,0.161,174.016,0.629,226441
Gemini,What So Not,George Maple,2015,indie poptimism,57,0.481,0.687,-6.748,0.0699,0.238,0.107,145.971,0.188,270257
Generé,Bipo Montana,,2019,hip hop,46,0.743,0.565,-10.454,0.324,0.778,0.298,88.041,0.753,219786
Genie in a Bottle,Campsite Dream,,2018,tropical,51,0.736,0.689,-4.804,0.0456,0.388,0.211,101.046,0.465,151470
Gentle On My Mind,John Mailander,,2014,hip pop,0,0.448,0.529,-10.922,0.0453,0.498,0.356,132.619,0.86,212987
george,Arlo Parks,,2019,hip pop,51,0.677,0.394,-7.278,0.0304,0.672,0.129,96.985,0.539,190272
Get A Move On!,Mr Scruff,,1999,electro house,42,0.75,0.779,-6.817,0.0497,0.0023,0.476,123.353,0.702,205667
Get A Way,Maxx,,1994,dance pop,60,0.852,0.864,-10.131,0.0387,0.0334,0.0525,132.999,0.603,226773
Get Away,The Internet,,2015,neo soul,54,0.757,0.485,-12.309,0.0648,0.402,0.193,110.371,0.372,148707
Get Busy,Sean Paul,,2002,latin hip hop,61,0.735,0.824,-4.143,0.036,0.615,0.158,100.202,0.726,211666
Get Down,GRiZ,,2015,indie poptimism,38,0.708,0.887,-5.751,0.0837,0.00167,0.129,110.046,0.811,334563
Get Free,Major Lazer,Amber Coffman,2013,post-teen pop,4,0.525,0.538,-9.366,0.0783,0.14,0.095,175.953,0.802,291162
Get Get Down,"Merk, Kremont",,2015,progressive electro house,37,0.601,0.933,-4.087,0.0764,0.00724,0.468,128.032,0.332,181875
Get Got,Death Grips,,2012,dance pop,58,0.57,0.993,-3.757,0.337,0.00628,0.0876,87,0.405,171867
Get It On Tonite,Montell Jordan,,2015,hip pop,51,0.807,0.498,-9.91,0.0755,0.259,0.0618,99.001,0.857,277413
Get Lost,Bearson,,2018,electro house,53,0.62,0.51,-8.091,0.151,0.637,0.0786,90.064,0.239,176000
Get Low,Ying Yang Twins,,2002,southern hip hop,71,0.521,0.625,-7.47,0.067,0.0301,0.121,101.019,0.136,334067
Get on Your Feet,Gloria Estefan,,1989,latin pop,44,0.724,0.779,-10.036,0.037,0.102,0.129,123.934,0.93,218133
Get Out,CHVRCHES,,2018,indie poptimism,55,0.487,0.82,-5.427,0.0309,0.00109,0.224,162.034,0.211,231360
Get The Funk Out Ma Face,The Brothers Johnson,,1976,urban contemporary,49,0.88,0.57,-13.145,0.0821,0.292,0.0674,106.035,0.791,147000
Get the Party Started,P!nk,,2001,post-teen pop,66,0.802,0.904,-3.267,0.0459,0.00108,0.173,128.931,0.961,192533
Get Up (Rattle),Bingo Players,,2013,progressive electro house,24,0.786,0.962,-3.785,0.0642,0.0038,0.342,127.995,0.496,302147
Get Up Offa That Thing,James Brown,,1991,urban contemporary,53,0.883,0.664,-10.395,0.411,0.225,0.941,118.104,0.8,250200
Get up on It,Keith Sweat,Kut Klose,2004,new jack swing,30,0.664,0.56,-8.708,0.0298,0.0415,0.134,124.811,0.633,304587
Get Ur Freak On,Missy Elliott,,2001,hip pop,70,0.797,0.75,-9.369,0.247,0.533,0.095,177.87,0.74,211120
Get Weird,Liimo,,2019,indie poptimism,20,0.633,0.844,-3.933,0.0848,0.0684,0.191,149.893,0.755,187350
Get Your Way,Brasstracks,Roses Gabor,2016,neo soul,28,0.793,0.726,-5.42,0.068,0.0102,0.755,117.98,0.578,191997
Getaway,Tritonal,,2016,pop edm,47,0.583,0.723,-3.888,0.0434,0.128,0.323,128.138,0.351,217499
Gettin' Jiggy Wit It,Will Smith,,1997,dance pop,70,0.881,0.874,-4.505,0.139,0.0175,0.154,107.891,0.858,227933
Getting Away With Murder,Papa Roach,,2010,hard rock,38,0.557,0.959,-4.632,0.0547,1.13E-04,0.233,103.887,0.331,190587
Getting Late,Syd,,2019,urban contemporary,58,0.664,0.354,-7.862,0.0539,0.205,0.109,110.936,0.0501,186693
Ghetto Flex,Kabe,,2019,trap,53,0.796,0.699,-8.73,0.267,0.214,0.265,140.014,0.541,148000
Ghetto Gospel,2Pac,,2004,gangster rap,68,0.794,0.614,-5.352,0.0467,0.0964,0.0788,80.569,0.663,238053
Ghost,Halsey,,2015,indie poptimism,1,0.701,0.852,-4.908,0.0339,0.423,0.202,104.988,0.433,189267
Ghost Ranch,Upchurch,,2019,southern hip hop,52,0.598,0.742,-5.59,0.0271,0.00935,0.0968,129.984,0.349,242112
Ghost Story,Coldplay,,2014,album rock,37,0.595,0.638,-7.941,0.0307,0.104,0.0699,122.005,0.51,257373
Gimme All Your Lovin',ZZ Top,,1983,classic rock,68,0.63,0.788,-6.7,0.0298,0.00322,0.0883,120.059,0.63,241080
Gimme de Tu Amor,Soraya,,2019,latin pop,43,0.75,0.823,-4.264,0.125,0.206,0.0724,87.997,0.9,190914
Gimme Gimme Gimme,Narada Michael Walden,Patti Austin,1985,electropop,46,0.639,0.795,-5.927,0.0655,0.034,0.179,171.378,0.939,281333
Gimme Three Steps,Lynyrd Skynyrd,,1998,classic rock,3,0.583,0.796,-7.524,0.0905,0.333,0.141,133.512,0.847,270333
Ginza,J Balvin,,2015,southern hip hop,5,0.784,0.809,-6.458,0.0824,0.235,0.0772,102.048,0.845,170186
Girl You Know It's True,Milli Vanilli,,2013,new jack swing,58,0.772,0.822,-5.649,0.123,0.00797,0.457,97.718,0.526,198573
Girlfriend,Bobby Brown,,2005,new jack swing,0,0.374,0.608,-7.35,0.0341,0.397,0.332,201.152,0.504,249133
Girlfriend in a Coma,The Smiths,,1987,permanent wave,56,0.68,0.626,-8.519,0.0255,0.126,0.0995,104.333,0.96,122760
Girls Like,Tinie Tempah,Zara Larsson,2016,latin hip hop,67,0.916,0.804,-3.406,0.049,0.37,0.0812,120.028,0.538,196000
Girls Like You,Maroon 5,Cardi B,2018,post-teen pop,80,0.851,0.541,-6.825,0.0505,0.568,0.13,124.959,0.448,235545
Girls Need Love,Summer Walker,Drake,2019,urban contemporary,10,0.656,0.432,-9.481,0.217,0.443,0.132,97.022,0.0897,222374
Give A Little Bit,Supertramp,,1977,album rock,74,0.531,0.818,-5.358,0.0452,0.0694,0.263,90.767,0.471,248173
Give In To You,Matt Strike,,2019,dance pop,19,0.795,0.629,-6.889,0.307,0.0531,0.773,109.897,0.573,174545
Give It Away,Red Hot Chili Peppers,,1991,permanent wave,73,0.666,0.936,-9.919,0.0476,0.00244,0.153,91.577,0.776,282907
Give It Here,Def Jef,,2012,new jack swing,10,0.866,0.729,-11.939,0.299,0.255,0.381,105.935,0.749,247507
Give It to Em,Akon,,2013,latin hip hop,27,0.61,0.75,-4.302,0.134,0.0141,0.416,157.796,0.255,306836
Give It To Me Baby,Rick James,,1981,urban contemporary,64,0.706,0.727,-8.714,0.0456,0.114,0.174,119.55,0.965,248133
Give Me Your Love,DEAMN,,2016,pop edm,1,0.707,0.832,-4.712,0.0255,0.136,0.248,105.008,0.391,197803
Given Up,Linkin Park,,2008,hard rock,37,0.655,0.885,-4.116,0.0438,0.00117,0.0448,100.088,0.938,189293
Giving Him Something He Can Feel,En Vogue,,2001,new jack swing,32,0.496,0.298,-10.175,0.0405,0.306,0.0875,203.824,0.705,235707
Giving Up,QUIX,Jaden Michaels,2019,electro house,31,0.823,0.728,-3.749,0.152,0.0734,0.201,129.978,0.573,227976
Giving You The Benefit,Pebbles,,2007,new jack swing,25,0.733,0.799,-8.759,0.0477,0.0708,0.214,103.446,0.955,335320
Glad You Came,The Wanted,,2012,latin hip hop,47,0.61,0.841,-4.579,0.0692,0.056,0.118,126.889,0.431,198187
Glitter,"Tyler, The Creator",,2017,urban contemporary,70,0.449,0.434,-11.777,0.243,0.306,0.633,78.57,0.371,224893
Glow,Alien Ant Farm,,2003,permanent wave,0,0.613,0.942,-3.268,0.0547,0.0299,0.246,144.044,0.802,197680
Glow Up,Meek Mill,,2017,southern hip hop,35,0.741,0.792,-4.143,0.113,0.0862,0.113,76.075,0.593,210429
Glue,Lee Bowie,,2019,post-teen pop,30,0.766,0.564,-7.062,0.0273,0.195,0.0991,97.968,0.929,182449
